product_name,eco_score,eco_signal,organic_badge,lang_da,green_words,category,labels_tags,languages_tags,countries_tags
Laks Og Torskefars,,0,0,0,0,unknown,,<na>,en:denmark
Grøntsagsblanding Med Blomkål,,0,0,1,0,unknown,,<na>,en:denmark
Panerede Fisk,,0,0,0,0,unknown,,<na>,en:denmark
Τορτιγια αβοκάντο αβγό,,0,0,0,0,unknown,,<na>,en:denmark
Lakridsblanding,A,1,0,0,0,Hard candies,,<na>,en:denmark
Rødvins Sauce,,0,0,1,0,unknown,,<na>,en:denmark
Ande Sauce,,0,0,0,0,unknown,,<na>,en:denmark
Bearnaise Family Size,,0,0,0,0,unknown,,<na>,en:denmark
Chili Bearnaise Sauce,,0,0,0,0,unknown,,<na>,en:denmark
Mørbrad Af Gris,,0,0,1,0,unknown,,<na>,en:denmark
Spareribs Slow Cooked,,0,0,0,0,unknown,,<na>,en:denmark
Vand,,0,0,0,0,unknown,,<na>,en:denmark
Mustard,,0,0,0,0,unknown,,<na>,en:denmark
Rapsolie,,0,0,0,0,unknown,,<na>,en:denmark
Økologiske Bornholmske Grahamsknæk,,0,0,1,1,unknown,,<na>,en:denmark
Milk Drops 32% Cocoa,,0,0,0,0,unknown,,<na>,en:denmark
Dark Drops 52% Cocoa,,0,0,0,0,unknown,,<na>,en:denmark
White Drops 24% Cocoa,,0,0,0,0,unknown,,<na>,en:denmark
Pande & Grillost,,0,0,0,0,unknown,,<na>,en:denmark
Pande & Grillost,,0,0,0,0,unknown,,<na>,en:denmark
Italiensk Pasta Sauce Med Karl Johan Svampe,,0,0,0,0,unknown,,<na>,en:denmark
"Italiensk Pastasauce Med Soltørrede Tomater, Grillet Peberfrugt Og Cashewnødder",,0,0,1,0,unknown,,<na>,en:denmark
Italiensk Surdejspizzabund,,0,0,0,0,unknown,,<na>,en:denmark
Alkoholfri lys gløgg,,0,0,1,0,unknown,,<na>,en:denmark
Italiensl Pizzasauce,,0,0,0,0,unknown,,<na>,en:denmark
Italiensk Fuldkorns Pizzabund,,0,0,0,0,unknown,,<na>,en:denmark
Classics Kaffesirup,,0,0,0,0,unknown,,<na>,en:denmark
Aioli Chili & Tomat,,0,0,0,0,unknown,,<na>,en:denmark
Aioli Mayo Med Citron,,0,0,0,0,unknown,,<na>,en:denmark
Bio Ingwer Shot,E,0,0,0,1,Fruit juices,en:no-added-sugar,<na>,en:denmark
Øko Ingefærshot,,0,0,1,0,unknown,,<na>,en:denmark
Ingefær gurkemeje shot,,0,0,1,0,unknown,,<na>,en:denmark
Ingwer Shot Granatapfel  Bio,,0,1,0,1,de:ingwershot,"en:organic,en:eu-organic,en:dk-øko-100",<na>,en:denmark
Ginger shot,,0,0,0,0,unknown,,<na>,en:denmark
Bangs økologisk ingefær shot,E,0,0,1,1,Fruit juices,,<na>,en:denmark
Crevette du lac,,0,0,0,0,unknown,,<na>,en:denmark
Jombo rejer,,0,0,0,0,unknown,,<na>,en:denmark
Purløg,,0,0,1,0,Chives,,<na>,en:denmark
Basilikum,,0,0,0,0,Herbs and spices,,<na>,en:denmark
Spisekartofler,,0,0,1,0,unknown,,<na>,en:denmark
Microwave popcorn,B,1,0,0,0,Popcorn,,<na>,en:denmark
Salted,B,1,0,0,0,Salted-microwave-popcorn,en:no-gluten,<na>,"en:denmark,en:switzerland"
Microwave popcorn ly,B,1,0,0,0,Popcorn,,<na>,en:denmark
Theatre Style - Microwave Popcorn,A,1,0,0,0,da:popkorn,"en:sustainable,en:no-gluten,en:kosher,en:sustainable-palm-oil,en:roundtable-on-sustainable-palm-oil",<na>,en:denmark
Naturally Light Wasabi Popcorn,,0,0,0,1,unknown,,<na>,en:denmark
Popcorn,B,1,0,0,0,Salted popcorn,,<na>,en:denmark
Popcorn til microovn,,0,0,0,0,unknown,,<na>,en:denmark
Popcorn Smørsmag,,0,0,1,0,unknown,,<na>,en:denmark
Popz Majskerner,,0,0,0,0,unknown,,<na>,en:denmark
Popping corn,,0,0,0,0,unknown,,<na>,en:denmark
Mild Spegepølse,,0,0,1,0,unknown,,<na>,en:denmark
Tapaspølse - Malabar peber,,0,0,1,0,unknown,,<na>,en:denmark
Cool Blue - Sportsdrink,,0,0,0,0,unknown,,<na>,en:denmark
Økologiske Rødbeder,,0,0,1,1,Beetroot(pickled),,<na>,en:denmark
Asier,,0,0,0,0,unknown,,<na>,"en:denmark,en:germany"
Økologiske Rødbeder,,0,0,1,1,unknown,,<na>,en:denmark
Gurkensalat,,0,0,0,0,Prepared salads,,<na>,"en:denmark,en:germany"
Rødbeder,,0,0,1,0,unknown,,<na>,en:denmark
Rødkål,,0,0,1,0,unknown,,<na>,en:denmark
Agurkesalat Økologisk,,0,0,1,1,unknown,,<na>,en:denmark
Agurkesalat,,0,0,0,0,unknown,,<na>,en:denmark
Drue Agurker,,0,0,0,0,unknown,,<na>,en:denmark
Rødbeder,,0,0,1,0,Pickled vegetables,,<na>,en:denmark
Rødkål Uden Sukker,,0,0,1,0,unknown,,<na>,en:denmark
Eiweiß 100,,0,0,0,0,unknown,,<na>,"en:denmark,en:germany"
Solsikkekerner,,0,0,0,0,unknown,,<na>,en:denmark
Kartoffel spegepølse,,0,0,1,0,unknown,,<na>,en:denmark
Salami,,0,0,0,0,unknown,,<na>,en:denmark
Okse spejepølse (Ox sausage),,0,0,1,0,unknown,,<na>,en:denmark
Kalkun spegepølse,,0,0,1,0,unknown,,<na>,en:denmark
Den Lette Kødpølse,,0,0,1,0,unknown,,<na>,en:denmark
Kyllinge pølse,,0,0,1,0,unknown,en:keyhole,<na>,en:denmark
Hvidløg spegepølse,,0,0,1,0,unknown,,<na>,en:denmark
Jæger pølse,,0,0,1,0,da:pålæg,,<na>,en:denmark
Frikadelle pølse,,0,0,1,0,unknown,,<na>,en:denmark
Canadian Cranberries,,0,0,0,0,unknown,,<na>,en:denmark
bulgur,,0,0,0,0,unknown,,<na>,en:denmark
Peanuts in Shell,E,0,0,0,0,Peanuts,,<na>,en:denmark
Banana Chips,D,0,0,0,0,Dried bananas,,<na>,en:denmark
Sweet & Saltt,,0,0,0,0,de:studentenfutter,,<na>,en:denmark
Pumpkin seeds,,0,0,0,0,unknown,,<na>,en:denmark
Coated almonds white chocolate,,0,0,0,0,unknown,,<na>,en:denmark
Natural Almonds Crunchy & Sweet,E,0,0,0,1,Almonds,,<na>,en:denmark
Dry Roasted Almonds,,0,0,0,0,unknown,,<na>,en:denmark
Pistachio,,0,0,0,0,unknown,,<na>,en:denmark
Earth Control Dadler med Salt Caramel 200g,C,0,0,0,0,Dates,en:no-gluten,<na>,en:denmark
Almond,,0,0,0,0,unknown,,<na>,en:denmark
Nutmix,,0,0,0,0,unknown,,<na>,en:denmark
Almonds,,0,0,0,0,unknown,,<na>,en:denmark
Natural Cashews,,0,0,0,1,unknown,,<na>,en:denmark
Falafels,,0,0,0,0,unknown,"en:vegetarian,en:vegan",<na>,en:denmark
Dadler,,0,0,0,0,unknown,,<na>,en:denmark
Cashewnødder (Usaltet),,0,0,1,0,unknown,,<na>,en:denmark
Cashewnødder Ristede & Saltede,,0,0,1,0,unknown,,<na>,en:denmark
Frugt And Nutmix,,0,0,1,0,unknown,,<na>,en:denmark
Peanuts,,0,0,0,0,unknown,,<na>,en:denmark
Nutural Pine Kernels,,0,0,0,0,unknown,,<na>,en:denmark
Organic Banana Chips,,0,0,0,1,unknown,,<na>,en:denmark
Ristet salatmix,,0,0,0,0,unknown,,<na>,en:denmark
Pecan Nuts,,0,0,0,0,unknown,,<na>,en:denmark
Hazelnuts,,0,0,0,0,unknown,,<na>,en:denmark
Natural almonds,E,0,0,0,1,Almonds,,<na>,en:denmark
Cashewnødder,,0,0,1,0,unknown,,<na>,en:denmark
Earth Control Jalepeno Nut Mix 225g,,0,0,0,0,unknown,,<na>,en:denmark
Salattopping mandler,E,0,0,0,0,Almonds,,<na>,en:denmark
Organic Dried Mango,,0,0,0,1,Dried-mango,,<na>,en:denmark
Majs Snack,,0,0,0,0,unknown,,<na>,en:denmark
Svesker uden sten,,0,0,0,0,Dried prunes,,<na>,en:denmark
Banana chips,E,0,0,0,0,Dried bananas,,<na>,en:denmark
Sweet Pineapple,,0,0,0,0,unknown,,<na>,en:denmark
Exotic Dried Mango,,0,0,0,0,Dried mangoes,,<na>,en:denmark
Pinjekerner,,0,0,0,0,unknown,,<na>,en:denmark
Yakitori Chicken Skewers,,0,0,0,0,unknown,,<na>,en:denmark
"Steam Cooked Shredded Chicken Breath Fillet, Cajun",,0,0,0,0,unknown,,<na>,en:denmark
Pollo impanato,,0,0,0,0,unknown,,<na>,en:denmark
Chicken Strips,,0,0,0,0,unknown,,<na>,en:denmark
Roasted Chicken Strips,,0,0,0,0,unknown,,<na>,en:denmark
Fried Chicken Skewer,,0,0,0,0,unknown,,<na>,en:denmark
Fried Chicken Skewer,,0,0,0,0,unknown,,<na>,en:denmark
Mango,,0,0,0,0,unknown,,<na>,en:denmark
Mango situp,,0,0,0,0,unknown,,<na>,en:denmark
Hakkede Tomater,A,1,0,0,0,Tomatoes,,<na>,en:denmark
Flødeost Chili Tomat,,0,0,1,0,unknown,,<na>,en:denmark
Crispy chicken schnitzel,,0,0,0,0,unknown,,<na>,en:denmark
Is med vaniljesmag og kakaoovertrek,,0,0,0,0,unknown,,<na>,en:denmark
Prosciutto,,0,0,0,0,Pizzas,,<na>,en:denmark
Ham And Pepperoni Pizza,,0,0,0,0,unknown,,<na>,en:denmark
Hawaii,,0,0,0,0,unknown,,<na>,en:denmark
Kyllinge spyd Neutral,,0,0,0,0,unknown,,<na>,en:denmark
Kyllinge spyd Sweet chili,,0,0,0,0,unknown,,<na>,en:denmark
Sandwich,,0,0,0,0,Ice creams and sorbets,,<na>,en:denmark
Kyllinge burger,,0,0,0,0,unknown,,<na>,en:denmark
Kyllingekebab,,0,0,0,0,unknown,,<na>,en:denmark
Pizza snack margherita,B,1,0,0,0,Margherita Pizza,,<na>,en:denmark
Veganske dumplings,,0,0,0,1,unknown,,<na>,en:denmark
Hønsekød I Tern,,0,0,1,0,unknown,,<na>,en:denmark
Crispy Chicken Nuggets,,0,0,0,0,unknown,,<na>,en:denmark
Crispy Chicken,,0,0,0,0,unknown,,<na>,"en:denmark,en:germany"
Crispy chicken burger,,0,0,0,0,unknown,,<na>,en:denmark
Crispy Chicken Strips,,0,0,0,0,unknown,,<na>,en:denmark
Crispy Chicken Nuggets,,0,0,0,0,unknown,,<na>,en:denmark
Crispy Chicken Burger,,0,0,0,0,unknown,,<na>,en:denmark
Bao,,0,0,0,0,unknown,,<na>,en:denmark
Garlic Baguette,,0,0,0,0,unknown,,<na>,en:denmark
Pizza prosciutti &m Mushrooms,,0,0,0,0,unknown,,<na>,en:denmark
Luna Panini Chicken And Pesto,,0,0,0,0,unknown,,<na>,en:denmark
Chicken Taco Strips,,0,0,0,0,unknown,,<na>,en:denmark
Beef Burger,,0,0,0,0,unknown,,<na>,en:denmark
Chicken Nuggets,,0,0,0,0,unknown,,<na>,en:denmark
Koldrøget Laks I Skiver,,0,0,1,0,unknown,,<na>,en:denmark
Koldrøget Laks,,0,0,1,0,unknown,,<na>,en:denmark
Naan Bread Garlic,,0,0,0,0,unknown,,<na>,en:denmark
Crispy Chicken Thigh Fillet,,0,0,0,0,unknown,,<na>,en:denmark
Kyllinge Strimler,,0,0,0,0,unknown,,<na>,en:denmark
Nordatlantiske Rejer I Lage XXL,,0,0,0,0,unknown,,<na>,en:denmark
Lasagne Bolognese,D,0,0,0,0,da:lasagne,,<na>,en:denmark
Sourdough Focaccia,,0,0,0,0,unknown,,<na>,en:denmark
Crispy chicken thigh fillet,,0,0,0,0,unknown,,<na>,en:denmark
Minimælk,,0,0,1,0,unknown,,<na>,en:denmark
Let Milk,,0,0,0,0,Dairy drinks,"en:fsc,en:fsc-mix",<na>,en:denmark
Margherita,,0,0,0,0,unknown,,<na>,en:denmark
Bacon & Bechamel Pizza Snack,,0,0,0,0,unknown,,<na>,en:denmark
Pizza Snack Salami,,0,0,0,0,unknown,,<na>,en:denmark
Protein Flatbread,,0,0,0,0,Flatbreads,,<na>,en:denmark
Protein Pita Bread,,0,0,0,0,unknown,,<na>,en:denmark
Græsk Yogurt,,0,0,1,0,unknown,,<na>,en:denmark
Græsk Yoghurt Med Jordbær 0 % Fedt,,0,0,1,0,unknown,,<na>,en:denmark
Greek Yogurt Blueberry,,0,0,0,0,unknown,,<na>,en:denmark
Græsk Yoghurt med Honning,,0,0,1,0,unknown,,<na>,en:denmark
Græsk Yoghurt,B,1,0,1,0,Yogurts,,<na>,en:denmark
Græsk Yoghurt,B,1,0,1,0,Yogurts,,<na>,en:denmark
Græsk Yoghurt Blåbær,B,1,0,1,0,Greek-blueberry,,<na>,en:denmark
Græsk Yoghurt Med Stracciatella,,0,0,1,0,unknown,,<na>,en:denmark
Græsk Yoghurt med Kaffe,,0,0,1,0,unknown,,<na>,en:denmark
Brugsen,,0,0,1,0,unknown,,<na>,en:denmark
Varmrøget Ørred,,0,0,1,0,unknown,,<na>,en:denmark
Røget Laks I Skiver,,0,0,1,0,unknown,,<na>,en:denmark
Porretærte Med Bacon,,0,0,1,0,unknown,,<na>,en:denmark
Græsk Yoghurt 0%,B,1,0,1,0,Yogurts,,<na>,en:denmark
Varmrøget Laks,,0,0,1,0,unknown,,<na>,en:denmark
Hel Varmrøget Makrel,,0,0,1,0,unknown,,<na>,en:denmark
Knækbrød,,0,0,1,0,Crispbreads,"en:source-of-proteins,en:high-proteins",<na>,en:denmark
Oat Biscuit,,0,0,0,0,unknown,,<na>,en:denmark
Chocolate Icecream,,0,0,0,0,unknown,,<na>,en:denmark
Strawberry Icecream,,0,0,0,0,unknown,,<na>,en:denmark
Sour Ice Lollies,,0,0,0,0,unknown,,<na>,en:denmark
Drikkeyoghurt,,0,0,0,0,unknown,,<na>,en:denmark
Tzatziki,,0,0,0,0,unknown,,<na>,en:denmark
Vitamin Peach,,0,0,0,0,unknown,,<na>,en:denmark
Lactose Fetaost,,0,0,0,0,unknown,en:no-lactose,<na>,en:denmark
Almond Ice Cream,,0,0,0,0,unknown,"en:no-added-sugar,en:rainforest-alliance",<na>,en:denmark
Strawberry White,,0,0,0,0,unknown,,<na>,en:denmark
Varmrøget Laks,,0,0,1,0,unknown,en:keyhole,<na>,en:denmark
Varmrøget laks Med Peber,,0,0,1,0,unknown,,<na>,en:denmark
Kærnemælk,,0,0,1,0,unknown,,<na>,en:denmark
Færdigret Med Nudler Og Kylling,,0,0,1,0,unknown,,<na>,en:denmark
Protein Meal Chicken Curry,,0,0,0,0,unknown,,<na>,en:denmark
Mælk Syrnet Med Acidophilos,,0,0,1,0,unknown,,<na>,en:denmark
Dubai Style Ice Cream Stick,,0,0,0,0,unknown,,<na>,en:denmark
Strawberry Protein Shake,,0,0,0,0,unknown,,<na>,en:denmark
Cheese Spread,,0,0,0,0,unknown,,<na>,en:denmark
Protein Kebab Beef,,0,0,0,0,unknown,,<na>,en:denmark
Mango,,0,0,0,0,unknown,,<na>,en:denmark
Træstammer,,0,0,1,0,Cakes,,<na>,en:denmark
Solsikkeolie,,0,0,0,0,unknown,,<na>,en:denmark
Basmati Ris Extra Long Grain,,0,0,0,0,unknown,,<na>,en:denmark
Bulgur,,0,0,0,0,unknown,,<na>,en:denmark
Pinto Bønner,,0,0,1,0,unknown,,<na>,en:denmark
Mørk groft bulgur,,0,0,1,0,unknown,,<na>,en:denmark
Perle Couscous Fuldkorn,,0,0,0,0,unknown,,<na>,en:denmark
perle couscous,B,1,0,0,0,Couscous,,<na>,en:denmark
Falafel,,0,0,0,0,unknown,,<na>,en:denmark
Couscous,,0,0,0,0,unknown,,<na>,en:denmark
Røde Linser,A,1,0,1,0,Lentils,en:keyhole,<na>,en:denmark
Kebab Beef,,0,0,0,0,unknown,,<na>,en:denmark
Wallnuts,,0,0,0,0,unknown,,<na>,en:denmark
Saltes Cashews,,0,0,0,0,unknown,,<na>,en:denmark
Solsikkefrø,,0,0,1,0,unknown,,<na>,en:denmark
Sinke og Ost Sandwich,,0,0,0,0,Sandwiches filled with cold cuts,,<na>,en:denmark
Måltidssalat Kyllingespyd Med Karry-mango Dressing,,0,0,1,0,unknown,,<na>,en:denmark
Cæsarsalat,,0,0,1,0,unknown,,<na>,en:denmark
Rejesalat luksus,,0,0,0,0,unknown,,<na>,en:denmark
Hvidløgsdressing,A,1,0,1,0,Garlic,,<na>,en:denmark
chili dressing,,0,0,0,0,unknown,,<na>,en:denmark
Tunsalat,,0,0,0,0,unknown,,<na>,en:denmark
Dressing med creme fraiche,,0,0,0,0,unknown,,<na>,en:denmark
Lammeculotte Med Hvidløgs- Og Rosmarinmarinade,,0,0,1,0,unknown,,<na>,en:denmark
Pølsehorn,,0,0,1,0,unknown,,<na>,en:denmark
Mini Frocaccia,,0,0,0,0,unknown,,<na>,"en:denmark,en:germany"
Mini Focaccia,D,0,0,0,0,Focaccia,,<na>,en:denmark
Mini Focaccia M. Pepperoni & Goudaost,,0,0,0,0,unknown,,<na>,en:denmark
Kyllinge Pølsehorn,,0,0,1,0,unknown,,<na>,en:denmark
Kyllinge Pølsehorn,,0,0,1,0,unknown,,<na>,en:denmark
Pølsehorn,,0,0,1,0,unknown,,<na>,en:denmark
Pølsehorn,,0,0,1,0,unknown,,<na>,en:denmark
Pizzasnegle,,0,0,0,0,unknown,,<na>,en:denmark
Smoked Salmon,,0,0,0,0,unknown,,<na>,en:denmark
Peber Varmrøget Laks,,0,0,1,0,unknown,,<na>,en:denmark
Warmsmoked Salmon,,0,0,0,0,unknown,,<na>,en:denmark
Røget Laks,,0,0,1,0,unknown,,<na>,en:denmark
Flødebolle Med Marcipanbund,,0,0,1,0,unknown,,<na>,en:denmark
Liquorice chocolate strawberry,,0,0,0,0,Confectioneries,,<na>,en:denmark
Sylte,,0,0,0,0,unknown,,<na>,en:denmark
Sandwich Kyllingebryst Classic,E,0,0,0,0,Chickens,en:keyhole,<na>,en:denmark
Original Bacon Skivor,,0,0,0,0,Smoked bacon,,<na>,"en:denmark,en:sweden"
Original Bacon Tern,,0,0,0,0,unknown,,<na>,en:denmark
Græskar suppe,,0,0,1,0,Soups,,<na>,en:denmark
Pølse Mix,,0,0,1,0,unknown,,<na>,en:denmark
Kødboller,,0,0,1,0,unknown,,<na>,en:denmark
Kyllingebryst grillet,E,0,0,0,0,Chicken breasts,en:keyhole,<na>,en:denmark
Kødpølse,,0,0,1,0,unknown,,<na>,en:denmark
Boller I Karry,,0,0,0,0,unknown,,<na>,en:denmark
Forloren hare,,0,0,0,0,unknown,,<na>,en:denmark
Hønsekødsuppe,,0,0,1,0,unknown,,<na>,en:denmark
Oksekødssuppe,,0,0,1,0,unknown,,<na>,en:denmark
Kød og melboller,,0,0,1,0,unknown,,<na>,en:denmark
Bøf bearnaise,,0,0,1,0,unknown,,<na>,en:denmark
Brændende kærlighed,,0,0,1,0,unknown,,<na>,en:denmark
Boller i karry,,0,0,0,0,unknown,,<na>,en:denmark
Forloren hare,,0,0,0,0,unknown,,<na>,en:denmark
Millionbøde,,0,0,1,0,unknown,,<na>,en:denmark
Mørbrad Gryde med cremet paprikasauce og risblanding,,0,0,1,0,Meals,,<na>,en:denmark
hot dog pølser,,0,0,1,0,Sausages,,<na>,en:denmark
Bayerske Pølser,,0,0,1,0,unknown,,<na>,en:denmark
Bacon a fette,,0,0,0,0,unknown,,<na>,en:denmark
Cocktail Pølser,,0,0,1,0,unknown,,<na>,en:denmark
Bayerske Pølser,,0,0,1,0,unknown,,<na>,en:denmark
Kylling i whiskysauce,,0,0,0,0,unknown,,<na>,en:denmark
Pålægger Kalkunbryst,,0,0,1,0,unknown,en:keyhole,<na>,en:denmark
Klassisk Frankfurter,,0,0,0,0,Pork meals,da:klassisk-frankfurter,<na>,en:denmark
Store Klaus,,0,0,0,0,unknown,,<na>,en:denmark
Kylling m. tomat & timian,,0,0,0,0,da:pålæg,,<na>,en:denmark
Kylling,,0,0,0,0,da:kyllingepålæg,,<na>,en:denmark
Hamburgerryg,,0,0,0,0,unknown,,<na>,"en:denmark,en:germany"
Kyllingebryst,,0,0,0,0,unknown,,<na>,en:denmark
Røget Skinke,,0,0,1,0,unknown,,<na>,en:denmark
GRILL PØLSER,,0,0,1,0,unknown,,<na>,en:denmark
Hamburgerryg,,0,0,0,0,da:pålæg,en:keyhole,<na>,en:denmark
Bacon i skiver,,0,0,0,0,unknown,,<na>,en:denmark
Suppe Med Boller Oksekød,,0,0,1,0,unknown,,<na>,en:denmark
Peber spegepølse,,0,0,1,0,unknown,,<na>,en:denmark
Skinke Strimler,,0,0,0,0,unknown,,<na>,en:denmark
Kyllingebryst,,0,0,0,0,unknown,en:keyhole,<na>,en:denmark
Saltkød,,0,0,1,0,unknown,,<na>,en:denmark
Pålækker Spegepølse,,0,0,1,0,unknown,,<na>,en:denmark
Sweet & Sour Svinemørbrad i kinesisk inspireret sauce med hvide ris,,0,0,1,0,unknown,,<na>,en:denmark
Spicy meatballs krydrede kødboller i italiensk inspireret tomatsauce med kartoffelbåde,,0,0,1,0,unknown,,<na>,en:denmark
Gøl Jule leverpostej,,0,0,1,0,unknown,,<na>,en:denmark
Kyllingebryst klassisk,,0,0,0,0,unknown,,<na>,en:denmark
Kyllingebryst,,0,0,0,0,unknown,,<na>,en:denmark
Bacon i tern,,0,0,0,0,unknown,,<na>,en:denmark
Skinkestrimler,,0,0,0,0,unknown,,<na>,en:denmark
cocktailpølser,,0,0,1,0,unknown,,<na>,en:denmark
pepperoni,,0,0,0,0,unknown,,<na>,en:denmark
Hamburgerryg,,0,0,0,0,Hams,en:keyhole,<na>,en:denmark
Pandestegte frikadeller,,0,0,0,0,unknown,,<na>,en:denmark
Boller i karry,,0,0,0,0,unknown,,<na>,en:denmark
Brændende Kærlighed,,0,0,1,0,unknown,,<na>,en:denmark
Kødpølse,,0,0,1,0,unknown,,<na>,en:denmark
Hvidløgs spegepølse,,0,0,1,0,Sausages,,<na>,en:denmark
Sønderjysk Spegepølse,,0,0,1,0,unknown,,<na>,en:denmark
Peber Spegepølse,,0,0,1,0,Cut,,<na>,en:denmark
Fedtreduceret Kødpølse,,0,0,1,0,unknown,,<na>,en:denmark
Tomat Suppe Med Basilikum,,0,0,0,0,unknown,,<na>,en:denmark
Kødboller,,0,0,1,0,unknown,,<na>,en:denmark
Klassisk Sønderjysk Leverpostej,,0,0,1,0,Danish,,<na>,en:denmark
Skinke,,0,0,0,0,unknown,,<na>,en:denmark
Bacon Tern,,0,0,0,0,unknown,,<na>,en:denmark
Bacon mix,,0,0,0,0,unknown,,<na>,en:denmark
Veggiepålæg med peberfrugt,,0,0,1,0,Prepared meat cuts substitutes,"en:vegetarian,en:european-vegetarian-union",<na>,"en:denmark,en:spain"
Spegepølse 70% Fedt,,0,0,1,0,unknown,,<na>,en:denmark
Spareribs,,0,0,0,0,da:spareribs,,<na>,en:denmark
Leverpostej,,0,0,0,0,unknown,,<na>,en:denmark
Chicken soup,,0,0,0,0,Soups,,<na>,en:denmark
Kylling & Bacon,,0,0,0,0,unknown,en:keyhole,<na>,en:denmark
Rullepølse,,0,0,1,0,Meats,en:keyhole,<na>,en:denmark
Kød Og Mel Boller,,0,0,1,0,unknown,,<na>,en:denmark
Original Bacon I Skiver Røget,,0,0,1,0,unknown,en:no-gluten,<na>,en:denmark
Bacon,,0,0,0,0,unknown,,<na>,en:denmark
Bacon in pieces,,0,0,0,0,unknown,,<na>,en:denmark
Wienerpølser,,0,0,1,0,unknown,,<na>,en:denmark
Pulled pork,,0,0,0,0,unknown,,<na>,en:denmark
Røde Hotdog Pølser,,0,0,1,0,unknown,,<na>,en:denmark
Italiensk Inspireret,,0,0,0,0,unknown,,<na>,en:denmark
Pepper Salami Spegepølse,,0,0,1,0,unknown,,<na>,en:denmark
Vitlöks Salami,,0,0,0,0,unknown,,<na>,en:denmark
Ålerøget Salami,,0,0,1,0,unknown,,<na>,en:denmark
Sønderjysk Spegepølse,,0,0,1,0,unknown,,<na>,en:denmark
Mørbrad,,0,0,1,0,unknown,,<na>,en:denmark
Frikadeller Med Rødkål,,0,0,1,0,unknown,,<na>,en:denmark
Pulled Chicken lemon and pepper Tulip,E,0,0,0,0,Chic,sv:nyckelhålsmärke,<na>,"en:denmark,en:finland,en:sweden"
Boller I Karry,,0,0,0,0,unknown,,<na>,en:denmark
Frankfurter,,0,0,0,0,unknown,,<na>,en:denmark
Grill Pølser,,0,0,1,0,unknown,,<na>,en:denmark
Frankfurter,,0,0,0,0,Sausages,,<na>,en:denmark
Hotdog Pølser,,0,0,1,0,unknown,,<na>,en:denmark
Bacon,,0,0,0,0,unknown,,<na>,en:denmark
Cheddar & Chili Frankfurter,,0,0,0,0,unknown,,<na>,en:denmark
Sommer Griller Pølser,,0,0,1,0,unknown,,<na>,en:denmark
Frankfurtere,,0,0,0,0,unknown,,<na>,en:denmark
Frankfurter,,0,0,0,0,unknown,,<na>,en:denmark
Peberrodssalat,A,1,0,0,0,Lettuces,,<na>,en:denmark
Partypølser,,0,0,1,0,unknown,,<na>,en:denmark
Økologisk Risengrød,,0,0,1,1,unknown,,<na>,en:denmark
Classic Salami Snacks,E,0,0,0,0,Salami,,<na>,en:denmark
Klassisk bacon leverpostej,,0,0,0,0,Pork,,<na>,en:denmark
Grov Leverpostej,,0,0,0,0,unknown,,<na>,en:denmark
Sausage,,0,0,0,0,unknown,,<na>,en:denmark
Peber spegepølse,,0,0,1,0,da:pålæg,en:made-in-denmark,<na>,en:denmark
Hamburgerryg,,0,0,0,0,unknown,,<na>,en:denmark
På lækker Roastbeef,,0,0,1,0,Beef,en:made-in-denmark,<na>,en:denmark
Pålækker: Røget mørbrad,,0,0,1,0,unknown,,<na>,en:denmark
Saltkød,,0,0,1,0,unknown,,<na>,en:denmark
salami hapser,,0,0,0,0,unknown,,<na>,en:denmark
Bacon I Skiver,,0,0,0,0,unknown,,<na>,en:denmark
Stegt kylling,,0,0,0,0,unknown,,<na>,en:denmark
Leverpostej,,0,0,0,0,unknown,,<na>,en:denmark
Fransk Påstej,,0,0,1,0,unknown,,<na>,en:denmark
Bacon Leverpostej,,0,0,0,0,unknown,,<na>,en:denmark
Grovhakket leverpostej,,0,0,0,0,unknown,,<na>,en:denmark
Mini frikadeller,,0,0,0,0,unknown,,<na>,en:denmark
Middags Frikadeller,,0,0,0,0,unknown,,<na>,en:denmark
Jægerpølse,,0,0,1,0,Meats and their products,,<na>,en:denmark
Pulled Pork,,0,0,0,0,unknown,,<na>,en:denmark
Fully Cooked Bacon,,0,0,0,0,unknown,,<na>,en:denmark
Grillpølser,,0,0,1,0,unknown,,<na>,en:denmark
Grillpølser,,0,0,1,0,unknown,,<na>,en:denmark
Grise- og kalvekød 8-12%,,0,0,1,0,unknown,,<na>,en:denmark
Julemedister,C,0,0,0,0,Pork sausages,,<na>,en:denmark
Hakket Grise- & Kalvekød 8-12%,,0,0,1,0,unknown,,<na>,en:denmark
Hakket Grisekød 8-12%,,0,0,1,0,unknown,,<na>,en:denmark
Medister,,0,0,0,0,unknown,,<na>,en:denmark
Pålækker Friland  Hvidløgsspegepølse,,0,0,1,0,unknown,,<na>,en:denmark
Kødboller,,0,0,1,0,unknown,,<na>,en:denmark
Huttelihut Pølser,,0,0,1,0,Sausages,,<na>,en:denmark
Karbonade med grøntsager,,0,0,1,0,unknown,,<na>,en:denmark
Grillpølser Med Bacon Og Cheddar,,0,0,1,0,unknown,,<na>,en:denmark
Herre Griller Grillpølser Med Bacon,,0,0,1,0,unknown,,<na>,en:denmark
Nakkekotelet,,0,0,0,0,unknown,,<na>,en:denmark
Suppe Med Kødboller,,0,0,1,0,unknown,,<na>,en:denmark
Koteletter,,0,0,0,0,unknown,,<na>,en:denmark
